customer_id,first,last,email,telephone,called
818,Helen,Sullivan,ruth@viva.edu,8-(682)672-0405,04/11/2014
819,Helen,Ross,tina@jaxbean.gov,9-(883)910-0188,
820,Shirley,Warren,amanda@kwideo.name,8-(634)249-1235,
821,Ann,Lewis,christine@lajo.net,6-(267)121-0443,
822,Ruby,Howell,janice@skaboo.org,5-(455)182-5445,
823,Heather,Johnston,kathryn@devbug.edu,6-(235)573-2094,
824,Catherine,Stevens,rachel@realcube.mil,1-(208)301-9884,
825,Norma,Bell,tammy@leexo.net,8-(461)745-7456,
826,Wanda,Patterson,paula@trilia.com,4-(977)947-1363,
827,Lisa,Armstrong,virginia@oyoloo.biz,1-(952)813-0357,
828,Teresa,Gray,melissa@jabberbean.biz,3-(344)114-2420,
829,Wanda,Wheeler,amy@demizz.info,2-(915)691-0137,
830,Evelyn,Allen,sara@tazz.org,7-(362)841-3571,
831,Michelle,Hall,dorothy@avamba.gov,9-(668)646-0446,
832,Sandra,Hayes,doris@rhybox.name,2-(746)420-4612,05/20/2014
833,Kathryn,Chavez,kathryn@brightdog.name,8-(876)093-2699,
834,Diana,Sullivan,anne@devcast.name,7-(874)388-8977,
835,Rachel,Bowman,alice@tagpad.com,2-(065)117-6590,
836,Jacqueline,Ferguson,louise@browseblab.edu,7-(679)918-3366,
837,Rachel,White,rachel@linklinks.net,4-(438)126-6984,
838,Rachel,Romero,cheryl@meedoo.org,2-(192)051-4693,03/26/2014
839,Stephanie,Little,kathy@twitterlist.mil,5-(743)120-3500,
840,Elizabeth,Allen,jessica@wordtune.info,4-(070)523-6654,
841,Rebecca,Harper,ruth@avavee.com,1-(963)825-4880,04/10/2014
842,Stephanie,Kennedy,donna@dynazzy.mil,9-(578)528-6316,
843,Janice,Rose,alice@jetpulse.org,1-(864)725-8728,
844,Dorothy,Bailey,phyllis@yodoo.net,6-(393)200-0698,
845,Marilyn,Price,brenda@kwilith.biz,8-(499)991-3934,
846,Judy,Chapman,elizabeth@agimba.net,9-(944)342-5975,
847,Catherine,Holmes,nicole@photobean.gov,1-(087)544-9343,
848,Sarah,Tucker,brenda@ntag.biz,2-(933)951-0700,
849,Kimberly,Foster,heather@thoughtworks.net,1-(384)259-1106,04/24/2014
850,Amy,Cole,teresa@mita.org,0-(904)246-2030,
851,Rachel,Robertson,debra@skyba.mil,4-(739)022-4585,
852,Lois,Sims,amanda@dynazzy.info,4-(840)824-7284,
853,Nicole,James,jean@kwilith.mil,1-(046)200-9478,
854,Carolyn,Rice,gloria@gabtune.info,1-(752)305-1778,
855,Emily,Porter,jessica@agimba.net,3-(144)078-1496,04/29/2014
856,Marilyn,Sullivan,anna@mynte.name,3-(993)667-6181,
857,Sarah,Moore,phyllis@livez.edu,1-(240)611-6373,
858,Michelle,Simpson,rose@zoomlounge.edu,6-(317)052-9790,
859,Betty,Stewart,heather@shuffletag.com,8-(888)749-5627,04/21/2014
860,Lillian,Collins,teresa@thoughtstorm.edu,1-(889)291-8213,
861,Sara,Hicks,jennifer@livetube.name,9-(778)721-6489,05/03/2014
862,Janet,Rice,diane@livez.gov,7-(577)244-1500,
863,Theresa,Bowman,theresa@zoonder.biz,3-(691)984-2441,
864,Rose,Stone,julia@camimbo.org,7-(047)679-5687,04/26/2014
865,Marilyn,Cook,diana@twimbo.com,1-(320)736-8477,
866,Judith,Powell,amanda@linkbuzz.biz,3-(210)472-6909,
867,Julie,Owens,janice@thoughtblab.net,6-(664)981-9521,
868,Nancy,Richards,gloria@chatterbridge.name,9-(150)437-8921,
869,Tammy,Martinez,judith@tagchat.com,4-(000)067-6509,
870,Helen,West,elizabeth@yabox.com,2-(053)783-5987,
871,Alice,Ramos,anne@linktype.info,5-(149)950-1236,
872,Rachel,Arnold,debra@reallinks.gov,1-(200)129-3688,
873,Lisa,Payne,pamela@skyba.gov,4-(348)921-5595,
874,Marilyn,Myers,anne@reallinks.name,8-(228)464-5288,05/04/2014
875,Kathryn,Ortiz,sara@feedfire.biz,7-(268)164-2352,
876,Frances,Jackson,cynthia@gabtype.edu,5-(741)230-1903,
877,Janice,Fox,jean@skipfire.info,8-(291)338-4386,05/08/2014
878,Amy,Mcdonald,sara@mydo.mil,0-(394)816-8072,
879,Lisa,Cunningham,heather@photolist.name,2-(365)603-5433,
880,Wanda,Perkins,gloria@feedmix.gov,3-(425)881-3358,
881,Shirley,Bryant,betty@yodo.net,0-(969)312-0266,04/04/2014
882,Ruth,Alvarez,julie@cogilith.biz,3-(047)385-0162,
883,Mary,Payne,kimberly@bubblebox.com,9-(757)603-5230,
884,Rose,Powell,kimberly@voomm.gov,8-(177)270-3652,
885,Marie,Ferguson,lois@jabberstorm.mil,9-(175)493-0760,04/20/2014
886,Stephanie,Harrison,carolyn@innoz.biz,3-(939)255-8027,04/08/2014
887,Melissa,Hunt,michelle@rhynoodle.com,4-(367)118-7203,
888,Beverly,Sanders,maria@jabbertype.name,6-(204)715-7784,
889,Amy,Murray,annie@skaboo.gov,1-(976)892-8837,03/26/2014
890,Rose,Lee,sarah@mita.mil,9-(871)920-2609,
891,Catherine,Kennedy,ruth@topicblab.edu,9-(998)249-4435,
892,Jacqueline,Thomas,amanda@divape.net,1-(693)580-6778,
893,Sara,Cruz,lori@wikizz.gov,0-(228)947-0698,
894,Barbara,Arnold,ashley@twimbo.mil,7-(552)561-6442,
895,Alice,Robertson,amanda@topiczoom.net,3-(731)732-3369,
896,Evelyn,Myers,susan@wikizz.org,2-(162)368-2659,
897,Ashley,Ward,michelle@zoomdog.mil,4-(639)540-7839,04/07/2014
898,Patricia,Coleman,donna@skinder.edu,7-(707)357-5319,
899,Christine,Davis,evelyn@roomm.edu,8-(898)880-4475,
900,Sandra,Carroll,jean@mycat.edu,1-(806)551-4915,
901,Angela,Henry,teresa@browsetype.biz,7-(143)139-5763,04/24/2014
902,Dorothy,George,amy@twimbo.net,1-(874)587-0838,
903,Nicole,Reid,anne@oba.org,3-(562)562-1473,
904,Tina,Ramirez,rebecca@linkbuzz.info,9-(709)769-5494,
905,Louise,Hudson,joyce@flashdog.mil,5-(414)823-7116,
906,Carol,Palmer,phyllis@youspan.edu,2-(881)588-7365,
907,Cheryl,Cole,amanda@linktype.gov,8-(931)299-4807,04/27/2014
908,Sarah,Gilbert,brenda@dabvine.mil,4-(972)241-2277,04/14/2014
909,Marie,Graham,jennifer@pixoboo.net,9-(055)450-3410,05/02/2014
910,Kathryn,Day,debra@tanoodle.mil,0-(686)772-9306,04/24/2014
911,Joyce,Olson,sarah@centidel.info,0-(312)089-0006,05/08/2014
912,Alice,Ross,judy@vitz.info,1-(358)697-6427,05/02/2014
913,Gloria,Gonzalez,doris@fivebridge.info,4-(654)975-1102,05/12/2014
914,Ruth,Smith,catherine@yombu.edu,8-(141)536-6667,
915,Kimberly,Johnson,sharon@kwideo.gov,1-(456)740-7418,05/11/2014
916,Elizabeth,Clark,karen@chatterpoint.net,1-(001)906-3417,
917,Lillian,Franklin,mildred@jetwire.net,7-(253)575-5006,05/03/2014
918,Andrea,Andrews,brenda@vinte.biz,6-(830)474-9249,
919,Maria,Reed,jennifer@latz.biz,3-(245)334-2197,
920,Jennifer,James,donna@dazzlesphere.name,4-(326)583-2627,
921,Barbara,Powell,angela@youspan.biz,0-(775)300-4064,
922,Marie,Wheeler,janet@leenti.info,3-(652)005-5027,
923,Melissa,Collins,sandra@gabvine.gov,2-(754)560-5014,
924,Denise,Carr,irene@flashdog.com,1-(199)007-2103,
925,Wanda,Chavez,rachel@twitternation.name,0-(669)619-1819,
926,Lori,Harrison,ann@voonix.net,9-(470)904-7936,
927,Catherine,Gray,brenda@yabox.com,6-(733)582-7350,04/27/2014
928,Jacqueline,Mills,rose@realmix.name,2-(668)803-4892,
929,Heather,Gordon,sharon@thoughtblab.net,4-(825)618-6344,
930,Donna,Medina,lois@topicware.net,4-(395)620-4657,03/25/2014
931,Michelle,Gomez,donna@voonder.org,9-(078)885-9157,
932,Debra,Peters,amy@meevee.org,4-(082)518-8487,
933,Denise,Bennett,marilyn@zooveo.gov,0-(597)069-2237,
934,Deborah,Robertson,margaret@dynava.mil,9-(520)516-8729,04/09/2014
935,Angela,Collins,denise@meetz.org,7-(486)738-0307,
936,Julie,Carpenter,louise@brightdog.name,2-(148)757-3724,
937,Martha,Ward,sharon@jayo.mil,5-(745)419-8711,
938,Evelyn,Willis,alice@gigazoom.gov,5-(777)868-3402,
939,Jane,Gonzalez,barbara@meetz.gov,5-(077)922-6850,
940,Gloria,Schmidt,virginia@yotz.info,6-(957)501-3326,05/16/2014
941,Katherine,Carr,michelle@vipe.net,4-(001)303-5952,04/24/2014
942,Annie,Kelley,jane@bluezoom.net,2-(103)741-5263,
943,Susan,Wilson,jennifer@flipopia.com,0-(206)453-5472,
944,Karen,Ross,susan@camimbo.biz,3-(397)624-7350,
945,Stephanie,Martin,sandra@feedspan.org,7-(798)731-8182,
946,Karen,Cole,judy@teklist.mil,4-(632)374-7247,
947,Andrea,Bell,doris@cogidoo.com,7-(263)701-2387,
948,Cynthia,Burns,gloria@rhyloo.com,5-(603)323-5019,
949,Phyllis,Carpenter,anna@jaxworks.gov,6-(320)284-6882,
950,Carolyn,Banks,joan@avamm.edu,9-(173)944-6618,
951,Kathryn,Johnson,catherine@skilith.org,6-(825)098-5502,
952,Janet,Frazier,julie@kimia.info,4-(161)527-3636,
953,Kelly,Murphy,christina@youbridge.info,0-(990)221-8332,
954,Elizabeth,Ray,kathy@roomm.biz,6-(258)836-9093,
955,Joan,Greene,tina@abatz.net,2-(863)287-6002,
956,Rose,Long,diane@camido.name,8-(858)043-6174,
957,Theresa,Martinez,helen@wikizz.net,5-(906)770-3250,
958,Cynthia,Simpson,carolyn@agimba.info,7-(873)675-3206,
959,Anne,Hamilton,louise@jaxworks.com,1-(236)928-4223,
960,Cynthia,Schmidt,jacqueline@pixope.net,4-(723)084-9292,
961,Bonnie,Grant,lillian@rhycero.com,6-(208)584-1223,04/05/2014
962,Ruth,Robinson,gloria@fanoodle.mil,8-(495)832-8019,04/15/2014
963,Ann,Perkins,christina@blogpad.name,7-(071)493-0723,
964,Judy,Mitchell,anna@jetpulse.gov,9-(489)698-8801,
965,Cynthia,Roberts,bonnie@cogibox.com,5-(133)822-9908,
966,Martha,Allen,julia@skaboo.net,1-(165)148-1422,
967,Pamela,Lee,julia@katz.edu,8-(953)090-3352,
968,Christine,Hernandez,mary@jabbersphere.mil,2-(151)440-2837,
969,Marilyn,Peterson,ashley@brainverse.net,5-(788)874-7970,
970,Emily,Henry,carolyn@kamba.edu,7-(516)647-1126,
971,Paula,Gordon,nancy@eire.mil,8-(769)965-3202,
972,Barbara,King,judith@browsetype.net,9-(042)356-0460,
973,Denise,Martin,joan@zoozzy.gov,3-(976)032-3365,
974,Joan,Boyd,mildred@gigaclub.org,5-(385)955-7939,
975,Julia,Black,norma@skippad.info,7-(752)666-9516,
976,Donna,Nelson,nancy@eazzy.net,1-(893)378-7855,05/09/2014
977,Ruth,Hanson,betty@janyx.gov,2-(238)486-1663,
978,Robin,Nelson,carolyn@topiclounge.com,5-(892)096-4357,04/23/2014
979,Kathy,Schmidt,nicole@realpoint.com,6-(418)403-9348,
980,Anne,Warren,rachel@flashpoint.net,8-(483)405-1732,
981,Kelly,Scott,annie@eamia.edu,2-(936)438-3022,
982,Patricia,Holmes,kathryn@tagcat.net,5-(847)182-0369,
983,Kelly,Ortiz,amy@wikido.info,5-(948)318-9479,
984,Amanda,Howell,ruth@snaptags.mil,0-(371)370-5981,
985,Sarah,Mills,patricia@fivechat.gov,5-(389)088-9589,
986,Helen,Cooper,kathy@browsetype.mil,8-(941)066-5408,04/01/2014
987,Linda,Perry,margaret@mita.info,2-(568)717-9494,
988,Pamela,Nguyen,julie@jabbertype.biz,7-(931)886-3811,
989,Patricia,Taylor,melissa@youtags.org,2-(315)423-0521,05/02/2014
990,Phyllis,Knight,michelle@edgeclub.net,9-(882)990-0507,
991,Robin,Watkins,michelle@twinder.org,0-(690)143-5745,
992,Ann,Robertson,linda@buzzdog.net,9-(688)104-7703,04/19/2014
993,Norma,Adams,mary@oloo.com,3-(404)969-9027,05/08/2014
994,Frances,Johnston,joan@flashset.info,5-(697)360-7473,
995,Diana,Bishop,mary@wordtune.com,5-(346)790-2381,
996,Dorothy,Peters,melissa@trilia.org,4-(821)720-0311,
997,Emily,Graham,angela@yakidoo.org,2-(934)860-2304,
998,Brenda,Moreno,phyllis@mita.com,4-(134)549-9650,
999,Katherine,Walker,mary@linktype.edu,7-(263)270-8620,
1000,Christina,Clark,karen@kayveo.gov,3-(652)067-3654,
