order_id,order_date,status,customer_id,email,address,city,state,postalcode,num_watermelons,num_othermelons,subtotal,tax,order_total
4354,05/09/2014,Delivered,604,katherine@youtags.edu,59 Sherman Alley,Burlingame,MD,72691-9143,16,0,41.50,2.49,54.96
4355,05/07/2014,Delivered,138,wanda@twitterbeat.biz,56740 International Place,Tiburon,CT,77075-6871,13,0,31.50,1.89,48.41
4359,05/17/2014,Processing,241,kathleen@skinder.info,357 Glendale Circle,Westlake Village,UT,89249-3504,94,96,474.00,28.44,522.25
4368,05/08/2014,New,626,gloria@trilia.name,7068 Center Junction,Beaumont,NJ,39696-9315,18,0,1775.75,106.55,1889.02
4372,04/30/2014,Delivered,347,michelle@zoombeat.net,1765 Myrtle Avenue,Etna,PA,66899-0943,1,3,11.00,0.66,22.40
4375,05/17/2014,Delivered,495,alice@dabvine.net,48231 Graceland Terrace,Walnut,MN,28256,112,2,336.50,20.19,374.63
4380,05/16/2014,Processing,718,carol@eamia.org,16457 Bellgrove Street,Eureka,ID,93338,56,0,164.00,9.84,179.91
4384,05/10/2014,Canceled,950,joan@avamm.edu,501 Duke Avenue,Chico,MT,14908,20,0,48.75,2.92,69.69
4385,04/29/2014,Delivered,987,margaret@mita.info,2386 Hermina Place,La Palma,RI,34285-9280,63,98,558.75,33.52,595.74
4390,04/30/2014,New,739,sharon@npath.org,270 Westridge Center,Colfax,AZ,76355,6,48,282.00,16.92,305.04
4396,04/23/2014,Out for Delivery,97,ann@rhycero.info,387 Homewood Crossing,Dixon,WI,68211-8242,61,6,150.75,9.04,170.91
4407,05/19/2014,Delivered,540,melissa@demivee.mil,403 Knutson Point,Orange Cove,TN,32919-2139,9,8,38.00,2.28,45.55
4409,05/17/2014,New,344,mary@oyoba.info,85412 Buhler Trail,Orange Cove,HI,76101-6723,13,0,29.00,1.74,41.03
4414,05/13/2014,Out for Delivery,159,beverly@yoveo.mil,12 Pawling Hill,Azusa,CT,19464,119,1,301.00,18.06,330.42
4418,05/21/2014,Out for Delivery,387,amanda@devify.edu,91 Ryan Court,Greenfield,LA,28970-1756,3,0,6.75,0.40,21.18
4419,05/06/2014,Canceled,844,phyllis@yodoo.net,5341 Summit Court,Montclair,AK,37790,16,0,41.75,2.50,51.21
4434,05/17/2014,Canceled,891,ruth@topicblab.edu,4752 Vermont Trail,Calimesa,WV,01369,93,0,218.00,13.08,234.95
4436,04/29/2014,Out for Delivery,247,amanda@youtags.org,0231 Messerschmidt Place,Whittier,AK,36106-5947,10,0,281.50,16.89,305.56
4437,05/18/2014,Processing,265,robin@zooveo.org,4271 Annamark Parkway,Sand City,MT,82542-0432,27,0,74.50,4.47,85.31
4439,04/28/2014,Delivered,644,jane@rhynoodle.com,1354 Knutson Way,St. Helena,AK,38270-0633,16,82,265.00,15.90,291.93
4442,04/24/2014,Delivered,968,mary@jabbersphere.mil,47309 Old Gate Trail,Tulelake,TX,48351,13,0,32.50,1.95,41.47
4443,04/30/2014,Delivered,39,diane@photojam.info,63075 Nova Pass,Apple Valley,LA,88615-5997,205,0,474.50,28.47,520.21
4445,05/12/2014,New,865,diana@twimbo.com,6 Talisman Place,Pinole,MD,48021-3488,101,47,376.25,22.57,402.02
4446,05/09/2014,Processing,417,marie@livetube.edu,74825 Raven Lane,Santa Barbara,IA,87420,2,0,8.50,0.51,19.90
4448,05/06/2014,Processing,675,norma@jabberbean.edu,3 Artisan Terrace,Rosemead,ID,03590-2686,4,3,19.50,1.17,31.99
4451,04/28/2014,Canceled,115,alice@edgewire.mil,971 Fuller Circle,Newark,NY,05612,14,0,31.50,1.89,46.62
4461,04/24/2014,New,356,katherine@skynoodle.net,1 Schmedeman Parkway,Rosemead,WV,70907,5,0,13.75,0.82,25.75
4464,05/14/2014,Processing,552,joyce@devshare.org,68 Vahlen Lane,Menlo Park,MN,75504-0682,90,103,561.25,33.67,599.58
4466,05/19/2014,Out for Delivery,487,emily@mydeo.net,5 Superior Center,San Jose,IL,77013,12,17,80.00,4.80,92.04
4468,05/20/2014,New,830,sara@tazz.org,805 Onsgard Parkway,Agoura Hills,SD,34063,79,0,197.50,11.85,227.21
4471,04/22/2014,Canceled,211,judith@realfire.com,92 Boyd Circle,Hesperia,MO,27308,59,0,162.25,9.73,180.12
4474,04/27/2014,New,881,betty@yodo.net,24 Katie Junction,Tehachapi,SD,14388,1,10,27.50,1.65,31.35
4476,05/01/2014,Out for Delivery,729,donna@gevee.gov,485 Hagan Lane,Holtville,SC,23074-0714,108,1,222.75,13.37,244.52
4483,05/10/2014,Canceled,278,ann@twitterlist.gov,07352 Scoville Drive,Lodi,IL,68376,100,0,223.50,13.41,240.29
4484,05/09/2014,Canceled,284,elizabeth@twitterworks.biz,97430 Prairie Rose Place,Rio Vista,KS,94417-1054,13,1,30.00,1.80,36.42
4486,04/24/2014,New,455,irene@divavu.gov,25089 Montana Plaza,Santa Rosa,CA,45165-9023,5,26,70.68,4.24,92.72
4487,05/16/2014,Delivered,151,catherine@blogspan.name,257 Kingsford Court,South Pasadena,VT,13148,5,3,12.97,0.78,26.29
4488,05/10/2014,New,238,robin@pixope.name,8236 Doe Crossing Junction,Bakersfield,NE,85599,10,0,25.00,1.50,45.17
4489,04/22/2014,Delivered,567,amanda@plajo.org,85 Burning Wood Court,Santa Rosa,SD,25656-0396,0,1,0.99,0.06,13.59
4492,04/21/2014,New,400,beverly@lazzy.net,2 Golden Leaf Way,Dinuba,LA,66536,16,0,43.50,2.61,48.51
4495,04/29/2014,Processing,277,angela@vinder.gov,37 Meadow Valley Parkway,Port Hueneme,ID,46505,112,0,1017.00,61.02,1090.66
4499,05/01/2014,Out for Delivery,410,wanda@ailane.name,8543 Vermont Avenue,Hughson,VT,70495-8877,4,0,9.00,0.54,24.59
4500,05/10/2014,Delivered,274,teresa@quimba.info,13 Oriole Way,Rancho Cordova,AR,42444-5035,32,0,81.50,4.89,99.73
4504,05/10/2014,Canceled,111,robin@quamba.mil,84 Lake View Drive,Angels Camp,IN,72341-3541,19,6,78.00,4.68,95.90
4505,04/29/2014,Delivered,63,stephanie@youbridge.biz,64 Miller Way,Soledad,KY,72570,1,0,2.00,0.12,21.09
4513,05/01/2014,New,850,teresa@mita.org,52 Cottonwood Plaza,Colusa,OH,62581,39,0,114.00,6.84,137.13
4519,05/14/2014,Out for Delivery,141,sarah@shuffledrive.name,59 Brickson Park Drive,San Juan Capistrano,MO,95235-8306,13,9,39.41,2.36,47.21
4521,05/15/2014,Canceled,757,jessica@yodo.biz,63 Golf View Court,Hermosa Beach,MN,92686,3,8,16.92,1.02,23.06
4523,04/29/2014,Out for Delivery,909,jennifer@pixoboo.net,48 Duke Road,Gustine,MT,42806-7962,14,0,28.25,1.69,34.96
4531,04/30/2014,New,510,betty@dablist.info,6 American Point,Carmel-by-the-Sea,TX,94215-4097,82,0,196.50,11.79,211.06
4532,05/12/2014,Canceled,254,jean@teklist.biz,41 Pleasure Parkway,Sebastopol,NE,68809-6948,49,5,120.45,7.23,146.67
4533,04/26/2014,Delivered,5,beverly@browsebug.org,0251 8th Hill,Mammoth Lakes,TX,70521,15,0,38.75,2.32,48.44
4534,05/07/2014,New,455,irene@divavu.gov,25089 Montana Plaza,Santa Rosa,CA,45165-9023,7,0,24.50,1.47,36.28
4541,05/07/2014,New,195,wanda@thoughtstorm.gov,02 Dapin Pass,Canyon Lake,IA,30010-0764,3,0,7.50,0.45,14.45
4542,05/09/2014,Out for Delivery,118,carolyn@kaymbo.info,1 Prairieview Drive,Live Oak,MD,67827-9330,24,0,57.50,3.45,66.67
4547,05/04/2014,Delivered,847,nicole@photobean.gov,91 Lyons Park,Williams,MA,95173,41,0,92.25,5.54,107.12
4549,04/26/2014,Delivered,313,ruby@jabbercube.gov,18569 Surrey Place,Los Gatos,GA,58906,57,5,135.25,8.12,152.56
4551,05/02/2014,Delivered,357,rose@fanoodle.info,546 Rutledge Junction,Encinitas,TN,89527-9727,0,6,12.00,0.72,22.62
4556,05/08/2014,Delivered,956,diane@camido.name,43618 Cascade Alley,Parlier,DE,44002-7205,62,10,180.00,10.80,204.96
4561,05/11/2014,Canceled,513,stephanie@babbleset.org,215 Clove Lane,Rolling Hills,LA,17345-3469,105,0,306.00,18.36,337.97
4566,05/15/2014,Processing,297,jacqueline@gabspot.edu,4 Namekagon Hill,Del Rey Oaks,NE,31732,107,74,340.76,20.45,364.55
4567,04/24/2014,Delivered,980,rachel@flashpoint.net,253 Rigney Parkway,Walnut,RI,22585-3928,82,5,237.50,14.25,269.53
4569,05/14/2014,Canceled,991,michelle@twinder.org,7329 Nobel Drive,El Centro,NH,87593,0,3,9.00,0.54,21.17
4571,04/27/2014,Canceled,157,annie@eadel.info,39 Eastlawn Junction,Del Mar,CO,42127,9,0,22.50,1.35,41.78
4574,04/28/2014,Out for Delivery,640,phyllis@jaxworks.info,27 Arrowood Point,Calabasas,MI,29086,15,0,40.25,2.42,57.88
4579,05/10/2014,Delivered,345,cynthia@meevee.net,50 Aberg Terrace,Coalinga,KS,07886-1054,35,0,105.00,6.30,117.75
4583,05/20/2014,Processing,647,carolyn@shufflester.name,4628 Alpine Terrace,Avenal,ID,01641,31,0,94.00,5.64,102.75
4586,05/16/2014,Canceled,595,linda@wordify.edu,56 Brown Point,National City,ND,53043-0630,9,2,32.25,1.93,53.56
4588,04/28/2014,New,330,denise@twinte.gov,817 Welch Lane,Ridgecrest,IA,84175-4123,12,11,76.47,4.59,85.44
4594,05/01/2014,Canceled,827,virginia@oyoloo.biz,9185 Larry Road,Holtville,AZ,33814,15,0,39.50,2.37,56.11
4601,05/15/2014,Delivered,949,anna@jaxworks.gov,974 Manitowish Junction,Rialto,UT,22346,68,0,170.00,10.20,197.10
4602,05/03/2014,Processing,762,shirley@feedspan.gov,4329 Anniversary Plaza,Etna,KS,85779-4645,13,64,369.75,22.18,401.96
4604,05/11/2014,Canceled,854,gloria@gabtune.info,47203 Green Ridge Center,Monterey Park,PA,75892,149,5,422.75,25.36,459.64
4606,04/21/2014,Canceled,993,mary@oloo.com,65897 Jackson Pass,La Mesa,FL,82426,3,3,11.25,0.67,20.43
4607,04/26/2014,Out for Delivery,937,sharon@jayo.mil,24 Towne Court,Riverbank,OK,85001,65,5,173.49,10.41,186.31
4608,05/10/2014,Processing,7,diana@dablist.name,42 Mendota Way,Morro Bay,HI,12672,20,0,59.00,3.54,68.20
4616,05/18/2014,Out for Delivery,700,stephanie@youfeed.mil,61 Warbler Way,Desert Hot Springs,WV,42392,32,0,82.25,4.93,96.81
4617,05/08/2014,Delivered,421,marie@jatri.mil,1574 Grover Way,Artesia,MS,86945-1695,21,0,67.50,4.05,76.29
4618,05/08/2014,Canceled,932,amy@meevee.org,649 Monica Alley,Foster City,CA,21548-5687,16,0,40.00,2.40,59.73
4621,05/15/2014,New,111,robin@quamba.mil,84 Lake View Drive,Angels Camp,IN,72341-3541,25,0,59.50,3.57,74.35
4623,05/16/2014,Out for Delivery,178,michelle@skyble.org,3157 Washington Park,Monterey Park,CO,42141,63,0,154.50,9.27,168.84
4624,05/18/2014,Canceled,227,julie@jabbertype.mil,41 Mccormick Lane,Petaluma,MA,59693-5727,13,3,51.25,3.07,67.75
4625,04/22/2014,Delivered,928,rose@realmix.name,354 Fairview Court,Merced,IA,79848-9411,4,0,8.00,0.48,19.34
4629,04/26/2014,Out for Delivery,563,lori@eamia.com,97 Marquette Lane,Palm Desert,NV,52501,23,0,1300.00,78.00,1384.82
4631,05/14/2014,Canceled,362,kathy@rooxo.mil,243 Loftsgordon Circle,Buellton,WY,35696,135,0,418.50,25.11,447.90
4633,04/29/2014,Processing,220,louise@linkbuzz.edu,54027 Brickson Park Pass,Clovis,TX,43742,86,0,258.00,15.48,291.21
4638,04/22/2014,Out for Delivery,207,linda@edgepulse.net,1 Pennsylvania Pass,Scotts Valley,LA,84013,107,0,316.50,18.99,350.03
4646,04/28/2014,New,393,stephanie@zoonoodle.biz,629 Manufacturers Court,Hawaiian Gardens,SD,47299-8489,6,0,16.50,0.99,27.34
4649,05/14/2014,Out for Delivery,823,kathryn@devbug.edu,605 Badeau Avenue,Pasadena,NY,92757-9292,54,0,144.50,8.67,158.03
4651,05/07/2014,Delivered,353,sara@tagchat.org,5809 Arkansas Terrace,Visalia,MN,39597-4386,11,13,88.97,5.34,107.95
4654,05/06/2014,Processing,578,marie@oyoloo.gov,9705 Utah Pass,Colfax,CT,54727,0,8,16.00,0.96,32.69
4658,05/02/2014,New,65,elizabeth@geba.com,6 Redwing Parkway,Pacifica,NY,98278-3718,6,59,193.50,11.61,218.44
4661,04/29/2014,New,845,brenda@kwilith.biz,4312 Brentwood Center,Sierra Madre,MT,66960-6249,35,83,397.25,23.84,432.79
4663,05/20/2014,New,382,joyce@feedfire.edu,17 Myrtle Crossing,Patterson,NH,24053,15,0,28.75,1.72,50.46
4670,05/03/2014,Out for Delivery,76,rebecca@yakijo.net,0748 Bellgrove Parkway,Mendota,MT,35758,73,1,188.00,11.28,202.65
4671,05/05/2014,Processing,963,christina@blogpad.name,7 Eagle Crest Circle,Laguna Niguel,DE,18570-2619,90,2,221.00,13.26,247.91
4675,05/17/2014,Canceled,16,linda@realbuzz.info,3 Superior Alley,Hermosa Beach,MS,20257,7,12,34.68,2.08,46.97
4677,05/04/2014,Delivered,504,tammy@linkbridge.net,814 Rieder Avenue,Ontario,IA,75812-5014,20,3,51.25,3.07,60.02
4684,05/13/2014,Canceled,741,dorothy@chatterbridge.com,2 Mosinee Terrace,Kerman,OR,79142,0,9,22.50,1.35,40.21
4695,04/30/2014,Processing,883,kimberly@bubblebox.com,68 Mariners Cove Terrace,Clayton,HI,14376,9,0,20.25,1.21,33.41
4698,05/21/2014,Canceled,14,marilyn@twimm.com,5063 Kingsford Drive,Montague,ND,06713-5858,101,0,274.00,16.44,298.94
4700,04/28/2014,Delivered,717,heather@meeveo.org,920 Anzinger Trail,Napa,NH,37413,8,0,24.00,1.44,29.42
4701,05/15/2014,New,230,donna@topicstorm.biz,4365 5th Parkway,American Canyon,NM,12322,100,3,747.97,44.88,795.53
4704,05/05/2014,Processing,890,sarah@mita.mil,1 Bonner Junction,Temple City,VT,15622,14,0,35.00,2.10,50.38
4709,05/20/2014,Processing,758,elizabeth@quamba.edu,3 Fulton Court,King City,MO,68499,65,0,180.00,10.80,200.08
4710,05/04/2014,Processing,167,marie@fliptune.org,82 Manley Street,Escalon,NH,19105,37,0,99.00,5.94,114.58
4715,05/17/2014,New,79,helen@thoughtbeat.org,74263 Northridge Terrace,Stockton,NH,71237-3549,10,0,22.50,1.35,37.80
4717,05/07/2014,Out for Delivery,473,kelly@oyoba.gov,27 Iowa Way,Los Banos,NH,47578,5,0,12.50,0.75,31.50
4719,05/05/2014,New,975,norma@skippad.info,6 Bobwhite Terrace,Milpitas,NV,01597-8814,11,4,44.00,2.64,57.12
4720,04/29/2014,Delivered,332,rachel@mita.info,16923 Sutherland Place,Escondido,WA,09752-1792,0,9,13.50,0.81,30.30
4721,04/23/2014,New,508,sarah@tagtune.info,09 Lindbergh Center,Yreka,MI,56736-7605,42,4,122.75,7.36,137.91
4722,05/17/2014,Canceled,149,maria@thoughtmix.mil,541 Chive Trail,Yountville,WI,47247-7541,0,0,0.00,0.00,11.40
4727,05/16/2014,New,633,elizabeth@eamia.gov,831 Haas Circle,San Bernardino,OR,80134-1643,9,0,27.00,1.62,35.34
4734,05/09/2014,Delivered,578,marie@oyoloo.gov,9705 Utah Pass,Colfax,CT,54727,4,7,45.25,2.71,51.73
4738,05/10/2014,Processing,610,frances@zoozzy.edu,3 Sullivan Plaza,Salinas,MI,85591,53,0,121.00,7.26,138.62
4739,04/28/2014,Out for Delivery,793,louise@vinder.com,1256 Pepper Wood Point,Coachella,NC,29135-0695,9,4,28.71,1.72,41.48
4746,04/29/2014,Canceled,787,paula@yamia.com,09357 Leroy Alley,Bradbury,IL,12503-6927,75,9,161.66,9.70,177.13
4748,05/07/2014,Processing,440,mildred@buzzbean.com,1298 North Pass,Hanford,NJ,98046-2147,17,0,44.75,2.69,67.20
4756,04/24/2014,New,852,amanda@dynazzy.info,625 Hoffman Junction,Palmdale,MO,53107,12,3,37.25,2.23,52.60
4762,05/14/2014,Out for Delivery,478,theresa@livetube.biz,0654 Ronald Regan Terrace,Selma,AZ,12505-2069,11,42,262.50,15.75,287.23
4766,04/30/2014,Out for Delivery,220,louise@linkbuzz.edu,54027 Brickson Park Pass,Clovis,TX,43742,16,9,804.50,48.27,866.42
4767,05/01/2014,Canceled,387,amanda@devify.edu,91 Ryan Court,Greenfield,LA,28970-1756,24,1,56.24,3.37,74.29
4770,05/09/2014,Delivered,852,amanda@dynazzy.info,625 Hoffman Junction,Palmdale,MO,53107,15,6,46.44,2.79,59.95
4779,05/11/2014,Processing,624,doris@browsetype.gov,76 Namekagon Parkway,Glendale,NM,62769,32,0,80.50,4.83,96.35
4791,05/07/2014,Delivered,897,michelle@zoomdog.mil,16 Sugar Parkway,Coalinga,AL,64233,1,2,7.50,0.45,23.18
4794,04/22/2014,New,2,frances@cogidoo.name,1 Kropf Drive,Coronado,MD,17905,4,0,12.00,0.72,20.90
4795,05/15/2014,Delivered,954,kathy@roomm.biz,2 Derek Park,Kingsburg,OK,97807,20,0,57.50,3.45,66.54
4799,04/25/2014,Canceled,27,ashley@zoombox.biz,9273 Declaration Circle,Barstow,MO,69831,20,0,50.00,3.00,72.64
4802,05/13/2014,Delivered,99,kathleen@feedmix.org,14902 Emmet Center,Angels Camp,SD,84811,9,0,22.50,1.35,35.06
4805,04/29/2014,Out for Delivery,983,amy@wikido.info,480 Coleman Court,San Fernando,IL,17745,67,95,567.50,34.05,606.00
4806,05/01/2014,Canceled,591,katherine@livefish.info,73586 Shelley Point,Sand City,NM,44179-9975,35,0,87.50,5.25,96.02
4808,05/07/2014,Processing,268,sharon@riffpedia.mil,91 Mifflin Parkway,Brentwood,IL,38880,16,4,55.00,3.30,61.73
4810,05/06/2014,Out for Delivery,951,catherine@skilith.org,7 Knutson Road,Pasadena,ME,86200,12,0,28.00,1.68,37.62
4815,05/13/2014,Delivered,314,norma@dabvine.info,5 Clarendon Junction,Loomis,WY,03701,18,0,40.50,2.43,46.64
4816,04/27/2014,Delivered,597,pamela@ooba.name,13 Nelson Center,Shasta Lake,OK,41761-5160,18,0,40.50,2.43,52.22
4819,05/11/2014,Delivered,352,joyce@skibox.net,8 Logan Plaza,Isleton,NM,79537,18,4,57.00,3.42,62.87
4821,05/02/2014,Out for Delivery,380,rebecca@tambee.info,0728 1st Terrace,Dos Palos,FL,89734-7976,8,82,270.00,16.20,294.10
4822,04/28/2014,Processing,989,melissa@youtags.org,8569 Wayridge Drive,Norwalk,WV,86018,67,0,180.25,10.81,204.19
4823,05/19/2014,New,294,jennifer@babbleblab.edu,23 Gateway Road,Santa Monica,WV,54913-8592,21,0,47.50,2.85,52.42
4825,05/04/2014,Delivered,590,nicole@plajo.biz,1903 Reinke Street,Gardena,WI,52392,9,1,26.00,1.56,40.68
4828,04/29/2014,Processing,378,julia@digitube.gov,082 Hintze Way,Long Beach,TN,13027,19,65,111.85,6.71,128.87
4831,05/07/2014,New,645,sarah@aibox.name,9126 Luster Parkway,Banning,MN,73338,76,4,193.96,11.64,214.64
4833,05/04/2014,Out for Delivery,268,sharon@riffpedia.mil,91 Mifflin Parkway,Brentwood,IL,38880,18,0,43.00,2.58,55.90
4834,05/11/2014,Canceled,267,helen@wikivu.info,19 Anthes Circle,Del Rey Oaks,CO,77458,15,0,37.50,2.25,54.31
4837,05/10/2014,Canceled,426,mary@ainyx.edu,280 Upham Alley,Pismo Beach,KS,07834,22,5,76.50,4.59,92.99
4839,05/15/2014,Canceled,735,catherine@gabtype.info,8459 Menomonie Trail,Port Hueneme,PA,35687,109,0,243.00,14.58,265.45
4841,05/08/2014,Processing,901,teresa@browsetype.biz,0 Thackeray Plaza,Perris,FL,97734-6720,75,5,197.50,11.85,221.17
4843,05/11/2014,Out for Delivery,218,jacqueline@vitz.gov,2594 Messerschmidt Park,Stockton,TX,72047-6358,6,3,28.00,1.68,34.10
4846,05/16/2014,Out for Delivery,790,angela@rhynyx.gov,51380 Granby Hill,San Juan Capistrano,AL,35162-2959,15,20,94.00,5.64,106.95
4847,04/22/2014,Processing,905,joyce@flashdog.mil,29471 Sutherland Place,Trinidad,VA,95247-0422,16,0,40.00,2.40,45.39
4850,05/05/2014,Processing,965,bonnie@cogibox.com,491 7th Street,Ferndale,NV,80658,23,0,60.00,3.60,72.92
4852,05/03/2014,Delivered,536,kelly@dynava.name,71346 Becker Center,Citrus Heights,OK,78273-7906,14,0,33.75,2.02,52.10
4857,05/08/2014,Canceled,113,sandra@abata.org,83764 Twin Pines Lane,Ross,OH,17366-4998,3,0,9.00,0.54,14.19
4858,05/05/2014,Out for Delivery,458,carol@dynabox.edu,038 Evergreen Avenue,Porterville,SC,33014-5212,2,16,64.50,3.87,87.13
4859,04/29/2014,Delivered,521,joyce@muxo.org,87 Loftsgordon Plaza,Chowchilla,MD,07493,33,0,572.25,34.34,621.20
4861,04/25/2014,Out for Delivery,331,margaret@roombo.edu,2418 2nd Alley,Wheatland,WV,58121-2703,94,0,262.00,15.72,295.83
4864,05/13/2014,Out for Delivery,67,angela@edgeblab.name,72546 Summerview Avenue,El Cerrito,NY,69076-5378,12,0,31.75,1.91,37.05
4869,04/26/2014,Out for Delivery,701,wanda@brightdog.info,0 Novick Parkway,Daly City,MI,23366-8413,12,0,26.00,1.56,45.95
4871,04/28/2014,Out for Delivery,826,paula@trilia.com,0 Killdeer Drive,Glendale,TX,57527,20,0,50.00,3.00,62.36
4874,05/01/2014,Canceled,803,angela@oozz.org,401 Main Crossing,Agoura Hills,DE,96763,3,0,11.50,0.69,27.39
4883,05/19/2014,New,885,lois@jabberstorm.mil,84 Steensland Junction,Woodland,NC,47771,20,0,43.00,2.58,54.53
4885,05/17/2014,New,292,christine@zoovu.mil,1 Butterfield Avenue,Point Arena,MI,15637-4224,13,0,35.75,2.15,47.89
4890,05/02/2014,Canceled,584,rachel@miboo.net,6183 Pine View Trail,Ceres,MN,17025,14,0,39.50,2.37,58.32
4892,05/05/2014,Processing,561,carol@eire.edu,6130 Vernon Lane,South Pasadena,KY,21602-6029,13,4,41.75,2.50,62.77
4893,05/04/2014,Processing,844,phyllis@yodoo.net,5341 Summit Court,Montclair,AK,37790,13,7,37.93,2.28,43.40
4897,04/23/2014,Delivered,48,ruby@browsedrive.biz,5320 Sheridan Crossing,Victorville,NC,83347,156,0,417.75,25.06,445.04
4901,05/03/2014,Canceled,717,heather@meeveo.org,920 Anzinger Trail,Napa,NH,37413,39,1,117.50,7.05,132.70
4908,04/28/2014,Out for Delivery,367,theresa@jabbersphere.com,72 Bunting Way,Livingston,DE,41499-5820,2,0,5.00,0.30,8.64
4911,05/13/2014,New,607,norma@voonyx.gov,67 Park Meadow Drive,Coalinga,IA,93312,6,0,14.00,0.84,21.11
4915,05/16/2014,Delivered,521,joyce@muxo.org,87 Loftsgordon Plaza,Chowchilla,MD,07493,83,0,167.50,10.05,195.17
4918,04/27/2014,Canceled,734,beverly@vipe.com,01 Duke Pass,Chowchilla,NH,12054,7,0,14.00,0.84,29.42
4919,04/30/2014,Delivered,62,amanda@youspan.net,45302 Texas Circle,Colfax,CA,82795,56,0,136.50,8.19,147.64
4923,05/20/2014,Delivered,726,anna@plajo.com,2408 Derek Way,Cloverdale,NH,04825,0,7,6.93,0.42,10.55
4924,05/05/2014,Out for Delivery,93,sharon@topiczoom.biz,9 Elka Street,Orange,KS,91822-0771,25,0,61.50,3.69,68.35
4925,05/07/2014,Out for Delivery,637,carolyn@jaloo.com,78219 Holmberg Park,San Joaquin,WV,98215-6166,0,10,30.00,1.80,40.46
4926,05/05/2014,Delivered,658,jane@oyoba.org,9235 Wayridge Hill,Santa Clara,WY,05745,121,0,327.50,19.65,364.69
4927,05/05/2014,Canceled,592,tina@fliptune.info,035 Grasskamp Place,Norwalk,NY,21914-8699,9,0,25.00,1.50,37.15
4929,04/28/2014,Processing,118,carolyn@kaymbo.info,1 Prairieview Drive,Live Oak,MD,67827-9330,32,0,66.00,3.96,79.96
4930,05/21/2014,Delivered,292,christine@zoovu.mil,1 Butterfield Avenue,Point Arena,MI,15637-4224,36,0,83.25,5.00,106.75
4932,04/23/2014,Out for Delivery,902,amy@twimbo.net,6 Moose Drive,San Mateo,SD,11863,17,0,41.25,2.48,55.73
4933,04/21/2014,New,268,sharon@riffpedia.mil,91 Mifflin Parkway,Brentwood,IL,38880,130,0,353.25,21.20,394.31
4934,05/15/2014,Canceled,586,joyce@ozu.net,40516 Ryan Junction,Long Beach,NC,06460,10,0,26.25,1.57,38.72
4935,04/29/2014,Canceled,427,joan@dynabox.edu,846 Acker Hill,Weed,VT,03081-5815,0,5,22.50,1.35,32.79
4939,05/15/2014,Out for Delivery,457,julia@muxo.gov,70 Stephen Plaza,Sonoma,SC,58102,24,0,56.00,3.36,78.10
4942,04/23/2014,Out for Delivery,220,louise@linkbuzz.edu,48639 Nelson Alley,Laguna Niguel,CO,61715,15,0,35.00,2.10,45.72
4945,04/23/2014,Out for Delivery,873,pamela@skyba.gov,4 Grayhawk Center,Santa Ana,RI,97700-9923,2,0,5.50,0.33,20.37
4949,05/02/2014,Delivered,530,lori@minyx.info,3 Glacier Hill Street,Portola Valley,TX,02518,1,9,19.00,1.14,37.79
4953,04/30/2014,Canceled,667,jennifer@eazzy.biz,68314 7th Plaza,Benicia,RI,37299,36,0,85.50,5.13,93.19
4956,05/02/2014,New,983,amy@wikido.info,4792 Hudson Drive,Los Gatos,VA,90568-8953,4,5,30.75,1.84,39.70
4958,05/13/2014,New,418,kathryn@centimia.edu,5138 Carey Parkway,El Cajon,ID,35892,80,0,200.00,12.00,218.53
4959,05/17/2014,Processing,403,laura@blogtags.gov,143 8th Drive,Downey,CA,56443,151,0,477.75,28.66,517.15
4962,05/19/2014,Delivered,153,janice@zoovu.gov,3690 Grayhawk Street,Berkeley,HI,16492-9893,81,3,16292.97,977.58,17285.98
4963,04/29/2014,Out for Delivery,363,christina@eamia.net,53 Emmet Avenue,La Quinta,NH,92996,3,79,126.00,7.56,149.00
4967,05/17/2014,Canceled,170,lillian@nlounge.net,58 Miller Junction,Los Gatos,IL,40237-4557,147,177,807.31,48.44,875.65
4971,05/12/2014,Processing,713,julia@tekfly.edu,2743 Redwing Way,Guadalupe,WI,94652-4263,17,2,48.50,2.91,62.47
4972,04/29/2014,Delivered,477,evelyn@yacero.biz,5901 Troy Pass,Compton,OR,29578-5839,30,0,100.00,6.00,115.07
4974,05/02/2014,Delivered,325,kathryn@yacero.net,2198 Briar Crest Circle,Calexico,NV,52027-3012,22,0,58.00,3.48,74.37
4982,05/04/2014,Out for Delivery,729,donna@gevee.gov,485 Hagan Lane,Holtville,SC,23074-0714,86,64,456.75,27.40,498.16
4991,05/16/2014,Out for Delivery,586,joyce@ozu.net,40516 Ryan Junction,Long Beach,NC,06460,15,0,36.25,2.17,41.89
4992,04/22/2014,New,619,stephanie@topicware.biz,4 Ridgeview Plaza,Lincoln,NM,41177-6695,11,0,26.50,1.59,45.34
4995,05/15/2014,Canceled,721,norma@blogtag.gov,643 West Park,Oakdale,MS,67929-6596,8,1,23.50,1.41,30.11
4997,05/02/2014,Delivered,618,cynthia@cogilith.mil,510 Melvin Park,King City,MA,88923,7,0,17.50,1.05,37.89
5000,04/30/2014,Out for Delivery,591,katherine@livefish.info,73586 Shelley Point,Sand City,NM,44179-9975,84,0,211.50,12.69,236.31
5001,05/11/2014,Out for Delivery,635,judy@skyble.biz,825 Namekagon Street,Piedmont,MO,49969-1992,38,90,303.00,18.18,330.74
